"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL584";"NELFINAVIR";"4";"567.80";"1";"4.75";"NELFINAVIR";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL1447";"LINCOMYCIN";"4";"406.55";"0";"-0.86";"lincomycin";"CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909108";"DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HeLa";"Membrane";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308376";""
"CHEMBL97017";"";"0";"218.30";"0";"2.28";"5a";"COc1cccc2c(CCN(C)C)c[nH]c12";"Ki";"'='";"19600.0";"nM";"4.71";"";"";"UO_0000065";"21.57";"0.40";"2.43";"16.66";"False";"CHEMBL828233";"Binding affinity against 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137194";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL554369";"";"0";"250.77";"0";"2.80";"6d";"CN1CCC[C@H]1Cc1c[nH]c2ccccc12.Cl";"Ki";"'='";"9.1";"nM";"8.04";"";"";"UO_0000065";"37.52";"0.69";"5.24";"42.25";"False";"CHEMBL839441";"Binding affinity against h5-HT6 receptor transiently expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139582";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3307715";""
"CHEMBL373107";"";"0";"444.51";"0";"3.52";"5c";"CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12.O=C(O)C(=O)O";"Ki";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"24.74";"0.48";"5.25";"20.73";"False";"CHEMBL839441";"Binding affinity against h5-HT6 receptor transiently expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139582";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3307715";""
"CHEMBL482568";"";"0";"351.28";"0";"4.29";"5f";"Cc1c(OCc2ccc(Cl)c(Cl)c2)cccc1N1CCNCC1";"Ki";"'='";"61.6";"nM";"7.21";"";"";"UO_0000065";"20.53";"0.43";"2.92";"29.43";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL474087";"";"0";"300.38";"0";"3.58";"13g";"Cc1c(C2CCNCC2)ccnc1OCc1ccc(F)cc1";"Ki";"'>'";"440.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL483358";"";"0";"316.83";"0";"3.64";"5b";"Cc1c(OCc2cccc(Cl)c2)cccc1N1CCNCC1";"Ki";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"29.11";"0.57";"5.58";"37.64";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL485147";"";"0";"315.84";"0";"4.69";"9b";"Cc1c(OCc2cccc(Cl)c2)cccc1C1CCNCC1";"Ki";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"26.85";"0.53";"3.79";"39.89";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL482988";"";"0";"344.89";"1";"5.04";"rac-13p";"CCC(Oc1nccc(C2CCNCC2)c1C)c1cccc(Cl)c1";"Ki";"'='";"6.4";"nM";"8.19";"";"";"UO_0000065";"23.76";"0.47";"3.15";"23.99";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL484533";"";"0";"345.46";"0";"3.54";"18g";"Cc1ccccc1S(=O)(=O)Oc1cccc(C2CCNCC2)c1C";"Ki";"'='";"10.1";"nM";"8.00";"";"";"UO_0000065";"23.15";"0.45";"4.46";"14.43";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL482541";"";"0";"349.43";"0";"3.37";"18c";"Cc1c(OS(=O)(=O)c2cccc(F)c2)cccc1C1CCNCC1";"Ki";"'='";"18.4";"nM";"7.74";"";"";"UO_0000065";"22.14";"0.44";"4.37";"13.96";"False";"CHEMBL994692";"Displacement of [3H]LSD from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138454";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL200844";"";"0";"362.32";"0";"2.28";"20";"Nc1ccc(S(=O)(=O)n2ccc3c([N+](=O)[O-])cc([N+](=O)[O-])cc32)cc1";"Ki";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"16.58";"0.33";"3.73";"3.97";"False";"CHEMBL860114";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141871";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"CHEMBL3307715";""
"CHEMBL75523";"";"0";"425.29";"0";"4.38";"3b";"OC(c1ccc(F)cc1)C1CCN(Cc2cccc(I)c2)CC1";"Ki";"";"";"nM";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL618237";"Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135426";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL306478";"";"0";"437.30";"0";"4.57";"4b";"O=C(c1ccc(F)cc1)C1CCN(CCc2cccc(I)c2)CC1";"Ki";"'='";"48.9";"nM";"7.31";"";"";"UO_0000065";"16.72";"0.42";"2.74";"36.00";"False";"CHEMBL618236";"Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135426";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL578411";"";"0";"292.39";"0";"2.56";"10";"c1ccc(Cc2nc3c(N4CCNCC4)cccc3[nH]2)cc1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1040064";"Antagonist activity at human 5HT6 receptor expressed in COS7 cells assessed as inhibition of serotonin-induced cAMP accumulation by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156827";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3307648";""
"CHEMBL566218";"";"0";"356.47";"0";"4.06";"13";"CN1CCN(c2cccc3[nH]c(Cc4cccc5ccccc45)nc23)CC1";"Ki";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1040064";"Antagonist activity at human 5HT6 receptor expressed in COS7 cells assessed as inhibition of serotonin-induced cAMP accumulation by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156827";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3307648";""
"CHEMBL575304";"";"0";"370.44";"0";"1.67";"13";"C/C(=N\NC(=N)N)c1cn(S(=O)(=O)c2ccc(N)cc2)c2ccccc12";"Ki";"'<='";"8.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1041217";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155221";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL568249";"";"0";"398.32";"0";"3.74";"10t";"CN(C)CCn1cc(S(=O)(=O)c2c(Cl)cccc2Cl)c2cccnc21";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"20.20";"0.44";"4.31";"14.58";"False";"CHEMBL1040173";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL583389";"";"0";"369.90";"0";"3.15";"10x";"CN(C)CCn1cc(S(=O)(=O)c2ccc(Cl)s2)c2cccnc21";"Ki";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"22.93";"0.50";"5.33";"15.37";"False";"CHEMBL1040173";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL4212199";"";"0";"501.05";"1";"4.19";"25";"O=S(=O)(NC1CCN(CC(O)COc2ccccc2-c2ccccc2)CC1)c1cccc(Cl)c1";"Ki";"'='";"295.0";"nM";"6.53";"";"";"UO_0000065";"13.03";"0.26";"2.34";"8.28";"False";"CHEMBL4178661";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 or CHO-K1 cells after 1 hr by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177556";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL565976";"";"0";"333.39";"0";"2.23";"10f";"CNCCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"27.00";"0.53";"6.77";"14.06";"False";"CHEMBL1040173";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL568673";"";"0";"398.32";"0";"3.74";"10s";"CN(C)CCn1cc(S(=O)(=O)c2cc(Cl)ccc2Cl)c2cccnc21";"Ki";"'='";"11.7";"nM";"7.93";"";"";"UO_0000065";"19.91";"0.43";"4.19";"14.37";"False";"CHEMBL1040173";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3308376";""
"CHEMBL3923145";"";"0";"444.58";"0";"3.59";"15";"O=C(CCOCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccncc1";"Ki";"'='";"2518.0";"nM";"5.60";"";"";"UO_0000065";"12.59";"0.23";"2.01";"9.70";"False";"CHEMBL3857973";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856221";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL3894679";"";"0";"530.57";"1";"4.75";"23";"O=C(CCOCCN1CCN(c2ncccc2-c2ccc(F)cc2)CC1)NCc1ccc(C(F)(F)F)cc1";"Ki";"'='";"1074.0";"nM";"5.97";"";"";"UO_0000065";"11.25";"0.21";"1.22";"10.34";"False";"CHEMBL3857973";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856221";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL2442996";"";"0";"472.63";"0";"4.76";"39";"COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccncc3)CC2)cc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3857973";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856221";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL565350";"";"0";"356.47";"0";"4.06";"20";"CN1CCN(c2ccc3[nH]c(Cc4ccc5ccccc5c4)nc3c2)CC1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1040062";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156827";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3307715";""
"CHEMBL489408";"";"0";"415.51";"0";"4.19";"52";"COc1ccc(CCN2CCC(C(=O)c3cccc(OCCF)c3OC)CC2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL961040";"Inhibition of human cloned 5HT6 receptor by competitive binding experiment";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153452";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL7732";"";"0";"260.38";"0";"3.16";"14";"CCCn1cc(CCN(C)C)c2cc(OC)ccc21";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"25.73";"0.48";"3.54";"38.50";"False";"CHEMBL618122";"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133711";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3307715";""
"CHEMBL3764133";"";"0";"464.01";"1";"5.13";"29";"Cl.O=C(CCCCN1CCN(c2ccccc2O)CC1)n1c2ccccc2c2ccccc21";"Ki";"'='";"879.0";"nM";"6.06";"";"";"UO_0000065";"14.16";"0.26";"0.93";"12.43";"False";"CHEMBL3768462";"Binding affinity to recombinant 5-HT6 receptor (unknown origin) after 1.5 hrs by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763052";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None";""
"CHEMBL3664754";"";"0";"405.52";"0";"4.03";"BDBM104305";"Cc1cn(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc12";"Ki";"'='";"1.2";"nM";"8.92";"";"222796";"UO_0000065";"22.00";"0.42";"4.89";"15.92";"False";"CHEMBL3705122";"Binding Assay: The relative affinities of the various compounds for the 5-HT6 receptor were measured in a radioligand binding assay, using a sintillation proximity assay (SPA) format.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638715";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL1950760";"";"0";"386.90";"0";"4.01";"BDBM104273";"Cn1c2c(c3cc(S(=O)(=O)c4cccc(Cl)c4)ccc31)C1CCC(C2)N1";"Ki";"'='";"1.9";"nM";"8.72";"";"222884";"UO_0000065";"22.54";"0.46";"4.71";"17.07";"False";"CHEMBL3705122";"Binding Assay: The relative affinities of the various compounds for the 5-HT6 receptor were measured in a radioligand binding assay, using a sintillation proximity assay (SPA) format.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638715";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL4558433";"";"0";"389.48";"0";"3.80";"13";"O=S(=O)(c1ccc2cccnc2c1)n1cc(C2=CCNCC2)c2ccccc21";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"20.94";"0.40";"4.35";"12.74";"False";"CHEMBL4426351";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells by microbeta liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425120";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";""
"CHEMBL269236";"TRYPTOLINE";"0";"172.23";"0";"1.81";"tetrahdro-beta-carboline, 55";"c1ccc2c3c([nH]c2c1)CNCC3";"Ki";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL620800";"Binding affinity towards human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145819";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL4446018";"";"0";"421.52";"0";"3.90";"35";"COc1ccc2c(c1)c(C1CCNCC1)cn2S(=O)(=O)c1cncc2ccccc12";"Ki";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"18.08";"0.35";"3.72";"10.41";"False";"CHEMBL4426351";"Displacement of [3H]-LSD from human 5-HT6 receptor expressed in HEK293 cells by microbeta liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425120";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"CHEMBL3307715";""
"CHEMBL95136";"";"0";"363.46";"0";"2.50";"67";"CNc1cc(N2CCCNCC2)ccc1S(=O)(=O)c1ccc(F)cc1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"24.36";"0.48";"6.35";"14.41";"True";"CHEMBL620800";"Binding affinity towards human 5-hydroxytryptamine 6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145819";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL409160";"";"0";"555.24";"1";"4.05";"9";"COc1ccc(NS(=O)(=O)c2c(F)c(Br)cc(F)c2Br)cc1N1CCN(C)CC1";"Ki";"'='";"3.162";"nM";"8.50";"";"";"UO_0000065";"15.31";"0.40";"4.45";"13.74";"False";"CHEMBL620785";"Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132410";"1";"Scientific Literature";"J. Med. Chem.";"1999";"CHEMBL3308376";""
"CHEMBL4538849";"BAY-179";"0";"417.54";"0";"4.07";"BAY-179";"C1=CC2NC(CN3CCC(c4nc(-c5cc6ccccc6o5)cs4)CC3)=NC2N=C1";"Ki";"";"5248.07";"nM";"";"";"";"";"";"";"";"";"False";"CHEMBL4507810";"GPCRScan assay: inhibition of 5-HT6";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 9284367.0 | Protein length: full-length | Radioligand conc. used [nM]: 2.0 – 4.0 | Radioligand Kd None 4.27 nM | Radioligand name: [3H]-LSD | Radioligand pKd None 8.37 None | Radioligand pKd Â± SEM: None | Radioligand pKd ± SEM None 0.04 None | Reference ligand: Clozapine | Reference ligand Ki None 5.27 nM | Reference ligand pKi None 8.28 None | Reference ligand pKi  Â± SEM: None | Reference ligand pKi  ± SEM None 0.02 None";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507313";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";""
"CHEMBL75010";"";"0";"408.52";"0";"4.14";"9";"COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"21.53";"0.41";"4.66";"17.07";"True";"CHEMBL618124";"Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132775";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3307715";""
