baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxids,cellids,targettaxid
100595218,Active,239580,103734647,11245641,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.004,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,4-methyl-N-[3-[[(2R)-pyrrolidin-2-yl]methyl]-1H-indol-5-yl]benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595219,Active,239580,103734648,11234629,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.001,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,"3,5-dimethyl-N-[3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indol-5-yl]-1,2-oxazole-4-sulfonamide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595220,Active,239580,103734637,11406161,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.004,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,2-fluoro-N-[3-[[(2R)-pyrrolidin-2-yl]methyl]-1H-indol-5-yl]benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595221,Active,239580,103734638,11396708,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.005,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,2-bromo-N-[3-[[(2S)-1-methylpyrrolidin-2-yl]methyl]-1H-indol-5-yl]benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595222,Active,239580,103734639,11452988,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.004,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,N-[3-[[(2R)-pyrrolidin-2-yl]methyl]-1H-indol-5-yl]-3-(trifluoromethyl)benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595223,Active,239580,103734640,11749539,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.001,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,2-fluoro-N-[3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indol-5-yl]benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595224,Active,239580,103734641,11316594,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.005,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,N-[3-[[(2R)-pyrrolidin-2-yl]methyl]-1H-indol-5-yl]-4-(trifluoromethoxy)benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100595225,Active,239580,103734642,11363934,3362,15658848,Confirmatory,20181018,0,0,P50406,Ki,=,0.0003,ChEMBL,Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells,4-iodo-N-[3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indol-5-yl]benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,30,
100600010,Active,239920,103165505,6918515,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.05012,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"1H-Indole-3-ethanamine, 5-methoxy-N,N-dimethyl-2-phenyl-",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600011,Active,239920,103192312,11014674,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.05012,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"4-(2,6-Dibromopyridine-4-sulphonyl)-phenylamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600012,Active,239920,103199108,5312149,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.001,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,5-chloro-N-(4-methoxy-3-(piperazin-1-yl)phenyl)-3-methylbenzo[b]thiophene-2-sulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600013,Active,239920,103199715,9935387,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0007943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"N-[3-[(8aR)-3,4,6,7,8,8a-hexahydro-1H-pyrrolo[1,2-a]pyrazin-2-yl]-4-methoxyphenyl]-5-chloro-3-methyl-1-benzothiophene-2-sulfonamide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600014,Active,239920,103199753,9913554,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0007943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"5-Chloro-3-methyl-benzo[b]thiophene-2-sulfonic acid ((S)-3-hexahydro-pyrrolo[1,2-a]pyrazin-2-yl-4-methoxy-phenyl)-amide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600015,Active,239920,103229466,9802776,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0007943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,7-[1-(1-Naphthylsulfonyl)-1H-indole-6-yl]octahydroindolizine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600016,Active,239920,103459412,44398577,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.00631,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-[3-(Aminomethyl)indol-1-yl]sulfonylaniline,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600017,Active,239920,103459425,11064294,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.01995,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,3-(2-Aminoethyl)-1H-indole-2-carboxylic acid ethyl ester,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600018,Active,239920,103459429,136046098,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.001259,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"2-[2-[3-(3-methoxyphenyl)-1,2,4-oxadiazol-5-yl]-1H-indol-3-yl]ethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600019,Active,239920,103459356,44398555,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.03981,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-amino-N-(3-amino-5-methoxyphenyl)benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600020,Active,239920,103459383,44398568,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.003162,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,1-(Phenylsulfonyl)-1H-indole-3-methanamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600021,Active,239920,103459384,44398569,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.25119,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,2-[1-(4-Acetamidophenyl)sulfonyl-5-methoxyindol-3-yl]ethyl-diethyl-methylazanium,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600022,Active,239920,103459385,44398570,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.001,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"(3-piperidin-4-yl-1H-indol-5-yl) 2,6-difluorobenzenesulfonate",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600023,Active,239920,103459388,235964,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.63096,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"Benzenesulfonamide, 4-amino-N-(3-aminophenyl)-",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600024,Active,239920,103459389,44398571,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0001259,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,1-Methoxy-4-(4-naphthalen-1-ylsulfonylphenyl)piperazine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600025,Active,239920,103458974,10541285,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,1.25893,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-amino-N-(1h-indol6yl)benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600026,Active,239920,103459007,6918745,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0001259,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,2-(benzenesulfonyl)-4-piperazin-1-yl-1H-indole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600027,Active,239920,103459012,44398420,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.07943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,5-chloro-3-methyl-N-(3-piperazin-1-ylquinolin-6-yl)-1-benzothiophene-2-sulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600028,Active,239920,103459081,44398455,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0631,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,N-[1-(2-aminoethyl)indol-4-yl]-5-chloro-3-methyl-1-benzothiophene-2-sulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600029,Active,239920,103459159,24873459,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0001995,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,N-[3-(2-aminoethyl)-1H-indol-5-yl]-5-chloronaphthalene-2-sulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600030,Active,239920,103459160,6918748,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.03162,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,JCF-177 free base,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600031,Active,239920,103439887,11190151,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.05012,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"6-Chloro-imidazo[2,1-b]thiazole-5-sulfonic acid [1-(2-pyrrolidin-1-yl-ethyl)-1H-indol-6-yl]-amide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600032,Active,239920,103458635,44398251,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.005012,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,2-(7-Methoxy-1-naphthalen-2-ylsulfonylindol-3-yl)ethanamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600033,Active,239920,103458800,18180191,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0007943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,3-iodo-N-(4-methoxy-3-piperazin-1-ylphenyl)benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600034,Active,239920,103458801,44398325,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0007943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,2-(5-Methoxy-1-naphthalen-1-ylsulfonylindol-3-yl)ethanamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600035,Active,239920,103458936,44398389,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0001995,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"2-(1-naphthalen-2-ylsulfonylindol-6-yl)-3,4,8,8a-tetrahydro-1H-pyrrolo[1,2-a]pyrazine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600036,Active,239920,103458973,10637020,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0631,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-Amino-N-(1H-indol-4-yl)-benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600037,Active,239920,103310849,6918603,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.001995,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,N-(4-Piperazino-6-quinolinyl)-3-methyl-5-chlorobenzo[b]thiophene-2-sulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600038,Active,239920,103359196,6918601,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.007943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"4-Dimethylamino-1-(toluene-4-sulfonyl)-1,3,4,5-tetrahydro-benzo[cd]indol-5-ol",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600039,Active,239920,103387145,10286610,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.003981,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"3-Benzenesulfonyl-2-methylsulfanyl-pyrido[1,2-a]pyrimidin-4-ylideneamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600040,Active,239920,103403030,10413595,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.0003162,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,6-Iodo-1-indolinyl 3-piperazino-4-methoxyphenyl sulfone,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600041,Active,239920,103439638,11154465,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.001995,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"6-Chloro-imidazo[2,1-b]thiazole-5-sulfonic acid [1-(2-dimethylamino-ethyl)-1H-indol-5-yl]-amide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600042,Active,239920,103439775,11408954,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,1,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"6-Chloro-imidazo[2,1-b]thiazole-5-sulfonic acid [1-(3-piperidin-1-yl-propyl)-1H-indol-5-yl]-amide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600043,Active,239920,103307795,9927441,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.003162,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"N,N-Dimethyl-1-(phenylsulfonyl)-1H-indole-3-ethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600044,Active,239920,103307814,9905247,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.02512,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"N,N-Dimethyl-1-benzoyl-5-methoxy-1H-indole-3-ethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600045,Active,239920,103308306,6918553,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.003162,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"N-(2,5-dibromo-3-fluorophenyl)-4-methoxy-3-(piperazin-1-yl)benzene-1-sulfonamide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600046,Active,239920,103308706,10356663,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.01259,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,1-(4-Aminophenylsulfonyl)-3-methyl-1H-indole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600047,Active,239920,103308918,44328120,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.05012,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-Amino-N-(2-amino-6-bromo-pyridin-4-yl)-benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600048,Active,239920,103308920,10708918,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,1,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-Amino-N-(2-amino-6-methylamino-pyrimidin-4-yl)-benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600049,Active,239920,103229494,9867263,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.001259,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"7-[1-(1-Naphthylsulfonyl)-1H-indole-6-yl]-1,2,3,5,8,8a-hexahydroindolizine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600050,Active,239920,103229985,5312144,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.01585,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"4-amino-N-[2,6-bis(methylamino)pyridin-4-yl]benzenesulfonamide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600051,Active,239920,103230014,5312145,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.05012,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"4-amino-N-[2,6-bis(methylamino)pyrimidin-4-yl]benzenesulfonamide",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600052,Active,239920,103254993,3248571,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.002512,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,4-iodo-N-[4-methoxy-3-(4-methylpiperazin-1-yl)phenyl]benzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600053,Active,239920,103255494,10811310,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.07943,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,N-[3-(4-Methylpiperazino)-4-methoxyphenyl]-3-nitrobenzenesulfonamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100600054,Active,239920,103272941,6918542,3362,15974573,Confirmatory,20181018,0,0,P50406,Ki,=,0.002512,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor,"2-[1-(benzenesulfonyl)-5-methoxyindol-3-yl]-N,N-dimethylethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100602252,Active,239924,103463576,10287730,3362,15887956,Confirmatory,20181018,0,0,P50406,Ki,<,10,ChEMBL,Binding affinity for human 5-hydroxytryptamine 6 receptor ,2-Methyl-5-(2-(4-(quinolin-8-ylmethyl)piperazin-1-yl)ethoxy)quinoline,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100615296,Active,239619,103456649,44397102,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.006,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,"2-(1-benzyl-1H-indol-3-yl)-N,N-dimethylethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615297,Active,239619,103456959,20722800,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.032,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,[2-(3-Benzyl-indol-1-yl)-ethyl]-dimethyl-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615298,Active,239619,103465642,44401277,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.003,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,[2-(3-Benzyl-3H-inden-1-yl)-ethyl]-methyl-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615299,Active,239619,103465643,44401278,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.1,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,Methyl-[2-(3-phenethyl-3H-inden-1-yl)-ethyl]-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615300,Active,239619,103465686,3028955,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.012,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,Dimethyl-[2-(1-phenethyl-1H-indol-3-yl)-ethyl]-amine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615301,Active,239619,103465687,4301799,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,2.53,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,"Benzenamine, 4-(1H-indol-3-ylmethyl)-",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615302,Active,239619,103466092,44401620,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,4.2,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,4-(Indan-1-ylsulfanyl)-phenylamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615303,Active,239619,103466093,44401621,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.74,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,4-(Indane-1-sulfonyl)-phenylamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615304,Active,239619,103465794,44401390,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,6.1,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,4-Indan-1-ylmethyl-phenylamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615305,Active,239619,103465852,44401434,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.057,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,"2-[(3E)-3-benzylideneinden-1-yl]-N,N-dimethylethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615306,Active,239619,103465853,6476992,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.64,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,1-(4-Aminobenzylidene)indene,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615307,Active,239619,103465897,44401465,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,0.05,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,4-[1-(2-Dimethylamino-ethyl)-1H-indol-3-ylmethyl]-phenylamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615308,Active,239619,103466002,44401549,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,11.8,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,4-(3H-Inden-1-ylmethyl)-phenylamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100615309,Active,239619,103466003,44401550,3362,15808453,Confirmatory,20181018,0,0,P50406,Ki,=,4.47,ChEMBL,Binding affinity against human 5-Hydroxytryptamine 6 receptor expressed in HEK293 cells using [3H]LSD done for 90 minutes at pH 7.4 at room temperature,4-(1H-Inden-1-ylmethyl)-phenylamine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,45,
100616321,Active,238738,103165505,6918515,3362,15745826,Confirmatory,20181018,0,0,P50406,Ki,=,0.02,ChEMBL,Binding affinity against 5 Hydroxy tryptamine 6 receptor,"1H-Indole-3-ethanamine, 5-methoxy-N,N-dimethyl-2-phenyl-",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100616322,Active,238738,103165506,6918513,3362,15745826,Confirmatory,20181018,0,0,P50406,Ki,=,0.016,ChEMBL,Binding affinity against 5 Hydroxy tryptamine 6 receptor,"2-(2-ethyl-5-methoxy-1H-indol-3-yl)-N,N-dimethylethanamine",HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
100616323,Active,238738,103169108,1346,3362,15745826,Confirmatory,20181018,0,0,P50406,Ki,=,0.0012,ChEMBL,Binding affinity against 5 Hydroxy tryptamine 6 receptor,1-(2-Methoxyphenyl)piperazine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606,NULL,
