	Standard Type	Standard Value	Smiles
15765	Ki	22.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=C(C=C3)O)N4CCN(CC4)C
15766	Ki	2.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=C(C=C3)OC)N4CCN(CC4)C
15767	Ki	7.0	CN1CCN(CC1)C2=NC3=C(C=CN3S(=O)(=O)C4CCOCC4)C(=C2)C5=CC=C(C=C5)C(F)(F)F
15768	Ki	8.0	CN1CCN(CC1)C2=NC3=C(C=CN3S(=O)(=O)CCOC)C(=C2)C4=CC=C(C=C4)C(F)(F)F
15769	Ki	3.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=C(C=C3)C(F)(F)F)N4CCNCC4
15771	Ki	4.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=C(C=C3)C(F)(F)F)N4CCN(CC4)C
15773	Ki	24.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=CC=C3C(F)(F)F)N4CCN(CC4)C
15774	Ki	36.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CN=CC=C3)N4CCN(CC4)C
15775	Ki	16.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=CC=C3)N4CCN(CC4)C
15776	Ki	48.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC(=CC=C3)C(F)(F)F)N4CCN(CC4)C
15777	Ki	7.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC=C(C=C3)C#N)N4CCN(CC4)C
15778	Ki	11.0	CCC1=CC=C(C=C1)C2=CC(=NC3=C2C=CN3S(=O)(=O)CC(C)C)N4CCN(CC4)C
15779	Ki	231.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CNC(=O)C=C3)N4CCN(CC4)C
15780	Ki	87.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CN(N=C3)C)N4CCN(CC4)C
15781	Ki	5.0	CC(C)CS(=O)(=O)N1C=CC2=C1N=C(C=C2C3=CC4=C(C=C3)NC=C4)N5CCN(CC5)C
15782	Ki	15.0	CN1CCN(CC1)C2=NC3=C(C=CN3S(=O)(=O)C4CCCCC4)C(=C2)C5=CC=C(C=C5)C(F)(F)F
15785	Ki	109.0	CC1=CC=C(C=C1)C2=NNC3=C2CCNCC3
15786	Ki	416.0	C1CNCCC2=C1C(=NN2)C3=CC=C(C=C3)F
15787	Ki	360.0	C1CNCCC2=C1C(=NO2)C3=CC=C(C=C3)Cl
15788	Ki	492.0	CC1=CC=C(C=C1)C2=NOC3=C2CCNCC3
15789	Ki	248.0	C1CNCCC2=C1C(=NN2)C3=CC=C(C=C3)Cl
15794	Ki	121.0	CCC1=CC(=NC(=N1)N2CCN(CC2)C)C3=COC=C3
15795	Ki	12.0	CCCCC1=CC(=NC(=N1)N2CCN(CC2)C)C3=COC=C3
15796	Ki	2843.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C5=CC=CC=C5Cl
15797	Ki	1693.0	C1CN(CCC1OC2=CC=C(C=C2)Cl)CCN3CCC4(C3)C5=CC=CC=C5NC4=O
15798	Ki	2005.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C5=CC(=CC=C5)Cl
15799	Ki	4737.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C5=CC=C(C=C5)Cl
15800	Ki	1131.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C5=CC(=C(C=C5)Cl)Cl
15801	Ki	4577.0	C1CN(CCC1C2=CC=C(C=C2)Cl)CCN3CCC4(C3)C5=CC=CC=C5NC4=O
15802	Ki	4744.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C5=CC=C(C=C5)F
15803	Ki	6556.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C5=CC=CC=C5
15804	Ki	5285.0	C1CN(CCC1C2=CC=C(C=C2)F)CCN3CCC4(C3)C5=CC=CC=C5NC4=O
15805	Ki	5559.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCCN4CCN(CC4)C5=CC=C(C=C5)Cl
15806	Ki	6267.0	C1CN(CC=C1C2=CC=C(C=C2)F)CCN3CCC4(C3)C5=CC=CC=C5NC4=O
15807	Ki	7746.0	C1CN(CC12C3=CC=CC=C3NC2=O)CCN4CCN(CC4)C(=O)C5=CC=C(C=C5)Cl
15824	Ki	1540.0	CC1=CC(=C(C(=C1)OCCOCCN2CCN(CC2)C3=CC=CC=C3OC)C)C.Cl.Cl
15825	Ki	200.0	CC1=C(C(=CC=C1)OCCOCCN2CCN(CC2)CCC3=CC=CC=C3)C.Cl.Cl
15826	Ki	2155.0	CC1=CC(=C(C(=C1)C)OCCOCCN2CCN(CC2)CCC3=CC=CC=C3)C.Cl.Cl
15827	Ki	2427.0	CC1=CC(=C(C(=C1)C)OCCOCCN2CCN(CC2)C3=CC=CC=C3OC)C.Cl.Cl
15828	Ki	2200.0	C1=CC=C(C=C1)C2C(N=C(S2)C3=CC=CC=C3O)CC4=CN=CN4
15829	Ki	2600.0	C[C@H]1[C@@H](N=C(S1)C2=CC=CC=C2O)CC3=CN=CN3
15830	Ki	7900.0	CC(C)(C)OC(=O)NCCCCCCN1C=C(N=N1)CCCCN2CCC(CC2)C3=CC=C(C=C3)C4=C5C=CC(=CC5=CC(=C4)C(=O)O)C6=CC=C(C=C6)C(F)(F)F
15831	Ki	295.0	C1CN(CCC1NS(=O)(=O)C2=CC(=CC=C2)Cl)CC(COC3=CC=CC=C3C4=CC=CC=C4)O
15832	Ki	268.0	CC(C)C1=CC=CC=C1OCCCN2CCC(CC2)NS(=O)(=O)C3=CC=C(C=C3)F
15833	Ki	3700.0	COC1=CC=C(C=C1)CNCCC(C2=CC=CC=C2)C3=CC4=C(C=C3)OCO4
15834	Ki	5600.0	CCC1(CC(CCO1)(CCNCC2=CC=CC=C2)C3=CC=C(C=C3)C)C
15835	Ki	1900.0	C1=CC=C(C=C1)CN2C(=NC(C2=O)(C(F)(F)F)NC3=CC=CC=N3)C4=CC=CC=C4
15836	Ki	2400.0	COC1=CC=C(C=C1)CNCCC(C2=CC=CC=C2OC)C3=CC=CO3
15837	Ki	3400.0	CCC1(CC(CCO1)(CCNCC2=CC(=C(C=C2)OC)OC)C3=CC=C(C=C3)C)C
15838	Ki	9000.0	C1CN(CC2=C1ON=C2C3=CC(=C(C=C3)F)F)CC[C@H](C4=CC=CC=C4)O
15839	Ki	5100.0	CC1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)CNC(C)C3=CC=CC=C3
15840	Ki	2500.0	CC1=CC=C(C=C1)C(CCNC(C)C2=CC=C(C=C2)Cl)C3=CC=CO3
15841	Ki	5800.0	CC1=CC=C(O1)C(C)(C)CC(C)NCC2=CC=C(C=C2)C(F)(F)F
15842	Ki	2700.0	COC1=C(C=CC(=C1)CNCCC2=CCCCC2)OCC3=CC=CC=C3
15843	Ki	1400.0	CC(C1=CC=C(C=C1)Cl)NCCC(CC2=CC=CC=C2)C3=CC=CO3
15844	Ki	1800.0	CC1=CC=C(C=C1)C(C)NCCC(C2=CC=C(C=C2)F)C3=CC=CO3
15881	Ki	0.3	C1CN(CCN1)C2=CC=CC3=C2C=NN3S(=O)(=O)C4=CC=CC=C4
15882	Ki	0.2	CN([C@@H]1CCCC2=C1C=CC(=C2)S(=O)(=O)C3=CC=CC(=C3)F)C(=O)N
15883	Ki	5.0	C1CN(CCN1)C2=NC=CC3=C2C=CN3S(=O)(=O)C4=CC=CC=C4
15884	Ki	5.0	C1CN(CCN1)C2=NC=CC3=C2C=NN3S(=O)(=O)C4=CC=CC=C4
15936	Ki	80.0	CC(C)C1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)Cl)N4CCNCC4
15937	Ki	450.0	C1CN(CCN1)C2=NC=CC3=C2N=CN3CC4=CC=CC=C4
15938	Ki	42.0	CCC(CC)C1=NC2=C(C=CN=C2N1CC3=CC=CC(=C3)C)N4CCNCC4
15939	Ki	142.0	CC1=CC(=CC=C1)CN2C(=NC3=C(C=CN=C32)N4CCNCC4)CC(C)(C)C
15940	Ki	61.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC=CC=C3F)N4CCNCC4
15946	Ki	107.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC=C(C=C3)Cl)N4CCNCC4
15947	Ki	165.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C(=N3)C4=CC=CS4)CC5=CC(=CC=C5)Cl
15948	Ki	317.0	CC1=NC2=C(C=CN=C2N1CC3=CC=C(C=C3)F)N4CCNCC4
15949	Ki	21.0	CC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)Cl)N4CCNCC4
15952	Ki	312.0	CC1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)Cl)N4CCNCC4
15953	Ki	110.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CC4=CC=CC=C4
15954	Ki	1251.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CCC4=CC(=CC=C4)Cl
15955	Ki	374.0	CC1=NC2=C(N1CC3=CC=CC=C3)C=CN=C2N4CCNCC4
15956	Ki	42.0	CCC1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)Cl)N4CCNCC4
15957	Ki	254.0	CC1=NC2=C(N1CC3=CC(=CC=C3)Cl)C=CN=C2N4CCNCC4
15958	Ki	30.0	CCC(CC)C1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)Cl)N4CCNCC4
15959	Ki	337.0	CC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3OC)N4CCNCC4
15960	Ki	80.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC=C(C=C3)F)N4CCNCC4
15965	Ki	320.0	C1CN(CCN1)C2=NC=CC3=C2N=CN3CC4=CC(=CC=C4)Cl
15966	Ki	33.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CC4=CC(=CC=C4)Cl
15967	Ki	165.0	CC(C)(C)CC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)OC)N4CCNCC4
15968	Ki	177.0	CCC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3Cl)N4CCNCC4
15969	Ki	162.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C(=N3)C4=CC=C(C=C4)F)CC5=CC(=CC=C5)F
15970	Ki	92.0	CC(C)C1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)OC)N4CCNCC4
15971	Ki	139.0	CCC1=NC2=C(C=CN=C2N1CC3=CC(=C(C=C3)F)F)N4CCNCC4
15972	Ki	108.0	CCC(CC)C1=NC2=C(C=CN=C2N1CC3=CC=CC=C3Cl)N4CCNCC4
15973	Ki	62.0	CC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)C(F)(F)F)N4CCNCC4
15974	Ki	36.0	CCC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3)N4CCNCC4
15975	Ki	829.0	CC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3Cl)N4CCNCC4
15976	Ki	26.0	CC1=CC(=CC=C1)CN2C(=NC3=C(C=CN=C32)N4CCNCC4)C
15977	Ki	126.0	CC(C)C1=NC2=C(N1CC3=CC(=CC=C3)Cl)C=CN=C2N4CCNCC4
15978	Ki	57.0	CCC1=NC2=C(C=CN=C2N1CC3=C(C=CC(=C3)F)F)N4CCNCC4
15979	Ki	1298.0	C1CN(CCN1)C2=C3C(=NC=C2)N(C=N3)CCC4=CC(=CC=C4)F
15980	Ki	101.0	CC1=NC2=C(C=CN=C2N1CC3=CC=CC=C3)N4CCNCC4
15981	Ki	56.0	CCC1=NC2=C(C=CN=C2N1CCC3=CC(=CC=C3)F)N4CCNCC4
16002	Ki	3.0	C1CNC[C@H]1NC2=NC3=CC=CC=C3C4=C2C=CN4S(=O)(=O)C5=CC(=CC=C5)Cl
16008	Ki	49.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC(=CC=C5)Cl
16009	Ki	137.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC(=CC=C5)Br
16010	Ki	61.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC(=CC=C5)Br
16011	Ki	427.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC(=CC=C5)Cl
16012	Ki	269.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)CC5=CC(=CC=C5)Cl
16013	Ki	365.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC=CC(=C5)F
16014	Ki	131.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC=CC=C5
16015	Ki	45.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3N=CC=C4)S(=O)(=O)C5=CC=CC(=C5)F
16016	Ki	711.0	C1CNCC=C1C2=CN(C3=C2C=CC4=C3C=CC=N4)S(=O)(=O)C5=CC=CC=C5
16017	Ki	1837.0	C1CCCN(CC1)CCCCCOC2=CC=CC3=CC=CC=C32
16018	Ki	2539.0	C1CCN(CC1)CCCCCOC2=CC=CC3=CC=CC=C32
16063	Ki	10.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC(=CC=C4)Cl
16066	Ki	180.0	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCN(CC3)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16067	Ki	330.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=CC(=C4)O
16072	Ki	280.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=CC5=CC=CC=C54
16073	Ki	360.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(=CC2)C3=C(NC4=C3C=C(C=C4)Cl)C
16074	Ki	300.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=C(C=C4)F
16077	Ki	130.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCC(=CC2)C3=C(NC4=C3C=C(C=C4)Cl)C
16078	Ki	180.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=C(C=C4)Cl
16079	Ki	3.5	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=CC(=C4)O
16082	Ki	46.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=CC5=CC=CC=C54
16085	Ki	220.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16086	Ki	200.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=CC(=C4)F
16087	Ki	250.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)F
16090	Ki	36.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)Cl
16091	Ki	10.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=CC(=C4)F
16094	Ki	130.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=CC5=CC=CC=C54
16095	Ki	250.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16096	Ki	30.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=CC(=C4)O
16097	Ki	100.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCC(=CC2)C3=C(NC4=C3C=C(C=C4)Cl)C
16098	Ki	210.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)Cl
16101	Ki	34.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)F
16102	Ki	250.0	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCN(CC3)CCCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16103	Ki	92.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC=C(C=C4)F
16104	Ki	35.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=C(C=C4)Cl
16107	Ki	350.0	CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCN(CC3)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16108	Ki	9.2	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC=C(C=C4)F
16111	Ki	120.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCNS(=O)(=O)C4=CC(=CC=C4)Cl
16112	Ki	320.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=CC(=C4)F
16113	Ki	20.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16114	Ki	200.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16115	Ki	60.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCC(=CC2)C3=CNC4=C3C=C(C=C4)F
16116	Ki	150.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC=C(C=C4)Cl
16117	Ki	67.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)F)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16118	Ki	110.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC(=CC=C4)Cl
16119	Ki	100.0	C1CN(CC=C1C2=CNC3=C2C=C(C=C3)Cl)CCCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4
16120	Ki	791.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16121	Ki	3802.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)F)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16122	Ki	1863.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16123	Ki	1041.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16124	Ki	640.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16125	Ki	1020.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16126	Ki	1185.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)Cl)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16127	Ki	309.0	C1CN(CCC1CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16128	Ki	1016.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16129	Ki	401.0	C1CN(CCC1CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16130	Ki	6712.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16131	Ki	445.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)Cl)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16132	Ki	8279.0	C1CN(CCC1CCN2CCN(CC2)C3=CC(=CC=C3)F)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16133	Ki	2412.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=CC=C3)S(=O)(=O)C4=CN=CC5=CC=CC=C54
16134	Ki	1459.0	C1CN(CCC1CCN2CCN(CC2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC5=C4C=CC=N5
16161	Ki	2707.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)C3=CC=C(C=C3)Cl
16162	Ki	158.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=CC=C3)OC
16163	Ki	64.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=CC=C3)F
16164	Ki	305.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CS3
16165	Ki	22.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CNC4=CC=CC=C43
16166	Ki	100.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=C(C=C3)F
16167	Ki	95.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3
16168	Ki	1828.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=NC=C3
16169	Ki	440.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=C(C=C3)OC
16170	Ki	32.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=C(C=C3)Cl)Cl
16171	Ki	193.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3OC
16172	Ki	28.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC(=CC=C3)Cl
16173	Ki	80.0	CC1=CC=CC=C1CC2=NC(=NC(=N2)N3CCN(CC3)C)N
16174	Ki	30.0	CC1=CC(=CC=C1)CC2=NC(=NC(=N2)N3CCN(CC3)C)N
16175	Ki	20.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC4=CC=CC=C43
16176	Ki	56.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3Cl
16177	Ki	52.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=C(C=C3)Cl
16178	Ki	88.0	CN1CCN(CC1)C2=NC(=NC(=N2)N)CC3=CC=CC=C3F
16179	Ki	64.0	CC1=CC=C(C=C1)CC2=NC(=NC(=N2)N3CCN(CC3)C)N
16231	Ki	2.5	C1=CC=C2C(=C1)C=CN2S(=O)(=O)C3=CC=C(C=C3)CCN
16232	Ki	49.0	C1CC2=C(CC1N)C=CC=C2NS(=O)(=O)C3=CC=CC=C3
16290	Ki	2.13	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)Br
16291	Ki	29.6	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C3=C(C=C(C=C3)OC)C(=C2Cl)CN4CCN(CC4)C
16292	Ki	1.7	CCN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=C(C=C4)C(C)C
16293	Ki	12.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4Br
16294	Ki	150.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F
16295	Ki	385.0	CC(=O)N1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br
16296	Ki	64.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC=C4F)F
16297	Ki	4.3	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4
16298	Ki	365.0	C1CN(CCN1CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br)C(=O)C5=CC=CC=C5.Cl
16299	Ki	34.9	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)O)S(=O)(=O)C4=CC=C(C=C4)F.Cl.Cl
16300	Ki	19.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Br
16304	Ki	14.3	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)OC)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl
16305	Ki	348.0	CN1CCN(CC1)CC2=NN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br
16306	Ki	31.2	CN1CCN(CC1)CC2=CN(C3=C2C(=CC=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)F
16307	Ki	5.7	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CN4CCNCC4.Cl.Cl
16308	Ki	312.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4Br
16309	Ki	194.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)SC)S(=O)(=O)C4=CC=CC=C4Br
16313	Ki	6.0	CC(C)C1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C
16314	Ki	64.0	CC1=CC(=C(C=C1)C)S(=O)(=O)N2C=C(C3=CC=CC=C32)CN4CCN(CC4)C
16318	Ki	16.299999999999997	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC(=CC=C4)Cl
16319	Ki	7.5	C1CN(CCN1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
16320	Ki	59.7	CN1CCN(CC1)CC2=CN(C3=C2C=CC(=C3)Cl)S(=O)(=O)C4=CC=C(C=C4)Br
16321	Ki	7.8	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4F
16322	Ki	17.0	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)Br)S(=O)(=O)C4=CC=C(C=C4)F
16323	Ki	55.599999999999994	CC1=C(C2=CC=CC=C2N1S(=O)(=O)C3=CC=C(C=C3)F)CN4CCN(CC4)C
16324	Ki	7.8	CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC5=CC=CC=C54
16325	Ki	15.5	CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CN4CCN(CC4)C
16326	Ki	95.0	C1CN(CCN1)CC2=CN(C3=C2N=CC=C3)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl
16327	Ki	100.0	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=C(C=CC=C4Cl)Cl
16328	Ki	25.1	CN1CCN(CC1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=C(C=C4)OC
16329	Ki	4.5	C1CN(CCN1)CC2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4Br.Cl.Cl
